OBJECTID,WELLWIDTH,WELLLENGTH,PAREAWIDTH,LOWWELL,SPECIES,STNAME,Location 1
13823,0,0,4,None,Eucalyptus sideroxylon Rosea,MOSS AV,"129
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13838,0,0,4,None,Liquidambar styraciflua,BOULEVARD WY,"495
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13819,0,0,6,None,Prunus serrulata,CALMAR AV,"712
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13815,0,0,6,None,Platanus acerifolia,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13826,0,0,5,None,Platanus acerifolia,LONGRIDGE RD,"825
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13842,0,0,3,None,Acer sp,FAIRBANKS AV,"488
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13821,4,6,0,None,Acer sp,MACARTHUR BL,"66
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13818,0,0,4,None,Liquidambar styraciflua,LAKE SHORE AV,"4264
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13841,0,0,2,None,Pyrus calleryana cvs,CREED RD,"818
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13827,0,0,2,None,Betula sp,VALLE VISTA AV,"600
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13817,0,0,2,None,Crataegus sp,ROSEMOUNT RD,"914
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13822,0,0,3,None,Prunus sp,WALAVISTA AV,"640
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13820,0,0,5,None,Unknown,WINSOR AV,"1033
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13825,0,0,3,None,Prunus cerasifera/blireiana,WALAVISTA AV,"582
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13835,0,0,3.5,None,Lagerstroemia indica,LAKE SHORE AV,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13848,0,0,6,None,Prunus serrulata,MANDANA BL,"720
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13871,3,4,0,None,Crataegus sp,TULIP AV,"4618
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13852,0,0,3,None,Betula sp,EL CENTRO AV,"1106
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13850,0,0,3,None,Liquidambar styraciflua,EL CENTRO AV,"1112
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13860,0,0,5,None,Crataegus sp,SUNNYHILLS RD,"957
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13859,0,0,3,None,Acer palmatum,EAST 38TH ST,"1441
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13856,0,0,5.5,None,Platanus acerifolia,TRESTLE GLEN RD,"1200
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13844,0,0,2,None,Lagerstroemia indica,TRESTLE GLEN RD,"680
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
18710,0,0,2,None,Unknown,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13849,0,0,6,None,Platanus acerifolia,GROSVENOR PL,"843
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13867,0,0,6,None,Platanus acerifolia,GROSVENOR PL,"816
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13865,0,0,4,None,Liquidambar styraciflua,WELLINGTON ST,"1121
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13851,3,3,0,None,Crataegus sp,HARRISON ST,"3791
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13862,0,0,2,None,Pistacia chinensis,BARROWS RD,"1439
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13857,0,0,10,None,Quercus agrifolia,SANTA RAY AV,"850
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13863,34,0,0,None,Lagerstroemia indica,MADRONE AV,"3687
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13853,2,2,0,Moderate,Pyrus calleryana cvs,WARFIELD AV,"941
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13869,0,0,4,None,Lophostemon confertus,CLARENDON CR,"1007
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13855,0,0,4,None,Cinnamomum camphora,BRIGHTON AV,"3832
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13866,0,0,2,None,Pittosporum undulatum,BARROWS RD,"1418
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13858,0,0,5,None,Liquidambar styraciflua,RANDOLPH AV,"3840
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13868,0,0,4,None,Liquidambar styraciflua,BRIGHTON AV,"4038
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13846,0,0,3,None,Pyrus kawakami,WALAVISTA AV,"808
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13861,0,0,5.5,None,Platanus acerifolia,LONGRIDGE RD,"901
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13880,0,0,2,None,Prunus sp,TRESTLE GLEN RD,"1124
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13891,5,9,0,Moderate,Platanus acerifolia,LAKE SHORE AV,"3410
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13900,3,5,0,None,Pistacia chinensis,MASTERSON ST,"4330
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13896,0,0,2,None,Prunus serrulata,HUBERT RD,"1021
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13879,0,0,3,None,Geijera parvifolia,GLEN PARK RD,"3915
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13886,0,0,2,None,Platanus acerifolia,TRESTLE GLEN RD,"1193
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13898,0,0,6,None,Platanus acerifolia,TRESTLE GLEN RD,"1470
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13899,0,0,2,None,Pistacia chinensis,HOLMAN RD,"1315
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13878,0,0,6,None,Acer sp,HOLLYWOOD AV,"1148
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13894,3,2,0,None,Fraxinus o. `Raywood',14TH AV,"3539
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13884,0,0,3,None,Prunus cerasifera/blireiana,GLENDORA AV,"1066
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13889,0,0,11,None,Platanus acerifolia,LONGRIDGE RD,"676
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13885,0,0,2,None,Betula sp,HAMPEL ST,"1126
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13883,0,0,3,None,Cercis sp,HAMPEL ST,"1207
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13887,0,0,2,None,Platanus acerifolia,HOLMAN RD,"1150
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13893,0,0,5,None,Liquidambar styraciflua,RANDOLPH AV,"3914
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13882,0,0,6,None,Pistacia chinensis,TRESTLE GLEN RD,"1607
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13881,0,0,2,None,Pyrus calleryana cvs,CREED RD,"812
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13897,3,3,0,None,Liquidambar styraciflua,WELLINGTON ST,"1221
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13888,2,5,0,Low,Prunus serrulata,PARK BL,"4239
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13874,3,6.5,0,High,Platanus acerifolia,CARLSTON AV,"609
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13895,0,0,4,None,Prunus serrulata,EXCELSIOR AV,"1515
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13877,0,0,4,None,Prunus cerasifera/blireiana,PARK BL,"4661
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13875,0,0,2,None,Platanus acerifolia,HOLMAN RD,"1166
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13901,3,3,0,Moderate,Betula sp,PARK BL,"4101
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
4861,0,0,4,None,Pistacia chinensis,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13908,0,0,5,None,Prunus cerasifera/blireiana,PALOMA AV,"860
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13914,3,11,0,Moderate,Pyrus calleryana cvs,MIDCREST RD,"536
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13921,0,0,3,None,Platanus acerifolia,TRESTLE GLEN RD,"1042
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13909,0,0,16,None,Quercus agrifolia,LONGRIDGE RD,"668
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13924,0,0,4,None,Lagerstroemia indica,FLEET RD,"1131
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13917,0,0,3,None,Magnolia grandiflora,EDGEWOOD AV,"4507
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13923,0,0,2,None,Lagerstroemia indica,CREED RD,"800
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13905,0,0,1.5,None,Unknown,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13926,0,0,2,None,Pistacia chinensis,CLARENDON CR,"1044
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13902,0,0,11,None,Platanus acerifolia,LONGRIDGE RD,"690
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13911,0,0,5,None,Acer sp,EAST 38TH ST,"1539
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13920,3,6,0,Moderate,Ginkgo biloba,MACARTHUR BL,"1505
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13915,0,0,3,None,Lagerstroemia indica,CLARENDON CR,"1135
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13910,0,0,1,None,Unknown,BOWLES PL,"38
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13919,0,0,3.5,None,Liquidambar styraciflua,WELLINGTON ST,"1228
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13907,0,0,16,None,Betula sp,MANDANA BL,"763
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13904,0,0,5.5,None,Platanus acerifolia,TRESTLE GLEN RD,"1207
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13928,0,0,5,None,Prunus serrulata,SUNNYHILLS RD,"889
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13927,0,0,2,None,Pittosporum undulatum,BARROWS RD,"1400
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13925,0,0,6,None,Pistacia chinensis,TRESTLE GLEN RD,"1615
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13913,0,0,3,None,Prunus cerasifera/blireiana,KANSAS ST,"4301
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13922,0,0,6,None,Prunus serrulata,TRESTLE GLEN RD,"1700
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13930,0,0,6,None,Acer sp,HOLLYWOOD AV,"1132
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13949,4,3,0,None,Grevillea robusta,EXCELSIOR AV,"1501
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13940,0,0,2,None,Pittosporum undulatum,BARROWS RD,"1361
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13935,0,0,4,None,Prunus cerasifera/blireiana,TOMPKINS AV,"4321
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13947,0,0,6,None,Unknown,TRESTLE GLEN RD,"1550
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13933,0,0,2,None,Crataegus phaenopyrum,HUBERT RD,"1077
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13939,0,0,4,None,Acer palmatum,LEACH AV,"4311
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13945,0,0,3,None,Platanus acerifolia,TRESTLE GLEN RD,"1106
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13957,0,0,5.5,None,Magnolia grandiflora,SUNNYHILLS RD,"1007
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13934,4,6,0,Low,Shrub,EL CENTRO AV,"4621
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13938,0,0,2,None,Platanus acerifolia,ROSEMOUNT RD,"900
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13931,0,0,5,None,Quercus agrifolia,SUNNYHILLS RD,"975
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13936,0,0,2,None,Lagerstroemia indica,BATES RD,"1335
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13942,0,0,4,None,Pistacia chinensis,14TH AV,"3912
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13956,0,0,4,None,Betula sp,GREENWOOD AV,"4150
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13954,0,0,2,None,Pyrus calleryana cvs,TRESTLE GLEN RD,"800
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13946,0,0,4,None,Lagerstroemia indica,EDGEWOOD AV,"4626
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13958,0,0,6,None,Shrub,ALMA PL,"946
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13953,0,0,3,None,Pistacia chinensis,MADRONE AV,"3682
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13932,0,0,0,None,Pittosporum undulatum,TRESTLE GLEN RD,"1150
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13951,0,0,4,None,Liquidambar styraciflua,ARDLEY AV,"3947
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13937,0,0,2,None,Lagerstroemia indica,HOLMAN RD,"1260
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13950,0,0,5,None,Platanus acerifolia,TRESTLE GLEN RD,"1463
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13943,0,0,1,None,Unknown,BOWLES PL,"39
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13955,0,0,6,None,Maytenus boaria,TRESTLE GLEN RD,"1575
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13987,0,0,5.5,None,Ilex sp,PALOMA AV,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13965,0,0,6,None,Juniperus sp,TRESTLE GLEN RD,"1538
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
5834,0,0,4,None,Magnolia grandiflora,WEST ST,"3278
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
6089,0,0,4,None,Robinia sp,SHATTUCK AV,"5835
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13959,0,0,3,None,Ginkgo biloba,EL CENTRO AV,"1100
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13978,0,0,2,None,Other,SUNNYHILLS RD,"1001
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13986,0,0,2,None,Platanus acerifolia,TRESTLE GLEN RD,"1193
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13970,0,0,5.5,None,Platanus acerifolia,LONGRIDGE RD,"997
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13967,0,0,2,None,Tilia sp,HILLCROFT CR,"967
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13968,0,0,5.5,None,Platanus acerifolia,LONGRIDGE RD,"1054
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13963,0,0,2,None,Platanus acerifolia,TRESTLE GLEN RD,"1090
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13982,0,0,6,None,Prunus serrulata,HOLLYWOOD AV,"1148
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13976,0,0,3,None,Cercis sp,HAMPEL ST,"1207
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13971,0,0,5.5,None,Platanus acerifolia,LONGRIDGE RD,"997
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13977,0,0,5,None,Platanus acerifolia,LARKSPUR RD,"924
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13985,0,0,6,None,Platanus acerifolia,GROSVENOR PL,"955
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13980,0,0,4,None,Pistacia chinensis,14TH AV,"3906
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13969,0,0,16,None,Quercus sp,LONGRIDGE RD,"618
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13960,0,0,3,None,Pistacia chinensis,GLEN PARK RD,"3837
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13961,0,0,4,None,Lagerstroemia indica,CLARENDON CR,"1119
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13972,0,0,2,None,Unknown,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13962,0,0,3,None,Olea europaea,MANDANA BL,"937
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13966,0,0,5,None,Magnolia grandiflora,SUNNYHILLS RD,"969
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13964,0,0,2,None,Pyrus calleryana cvs,ROSEMOUNT RD,"715
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14001,0,0,6,None,Platanus acerifolia,GROSVENOR PL,"959
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14008,0,0,6,None,Prunus cerasifera/blireiana,PALOMA AV,"860
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13995,0,0,3,None,Liquidambar styraciflua,GLENDORA AV,"1106
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14015,0,0,2,None,Jacaranda acutifolia,EXCELSIOR AV,"1451
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14012,0,0,6,None,Pistacia chinensis,TRESTLE GLEN RD,"1607
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13997,0,0,2,None,Prunus cerasifera/blireiana,EXCELSIOR AV,"1439
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14002,0,0,2,None,Lagerstroemia indica,WISCONSIN ST,"3623
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13998,3,5,0,None,Lagerstroemia indica,WOODRUFF AV,"3707
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14010,2,4,0,Low,Laurus nobilis,CALIFORNIA ST,"3271
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14003,2,2,0,Low,Crataegus phaenopyrum,FAIR AV,"4677
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13989,2,2,0,Low,Lagerstroemia indica,ALBERT ST,"4350
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14000,0,0,4,None,Quercus sp,LEACH AV,"4329
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14014,0,0,2,None,Platanus acerifolia,TRESTLE GLEN RD,"1010
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14005,4,2,0,Low,Prunus cerasifera/blireiana,HIGH ST,"3922
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13988,0,0,5.5,None,Platanus acerifolia,TRESTLE GLEN RD,"1374
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13996,0,0,4,None,Platanus acerifolia,WOODRUFF AV,"3939
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13990,0,0,3,None,Prunus serrulata,TRESTLE GLEN RD,"1721
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14009,3,3,0,None,Fraxinus sp,CALIFORNIA ST,"3434
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14006,0,0,4,None,Tristaniopsis laurina,SYLVAN AV,"3227
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13994,0,0,16,None,Quercus sp,MANDANA BL,"715
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13993,0,0,5,None,Liquidambar styraciflua,RANDOLPH AV,"3940
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14007,4,8,0,None,Pyrus kawakami,39TH AV,"4011
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14004,2.5,2,0,Moderate,Prunus cerasifera/blireiana,WILLIS CT,"3514
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14011,0,0,3,None,Acer macrophyllum,ALMA PL,"964
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14026,0,0,5,None,Platanus acerifolia,TRESTLE GLEN RD,"1371
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14022,0,0,3,None,Platanus acerifolia,TRESTLE GLEN RD,"1065
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14032,0,0,2,None,Lagerstroemia indica,STEELE ST,"4329
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14021,0,0,3,None,Platanus acerifolia,TRESTLE GLEN RD,"1014
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14044,0,0,2,None,Shrub,BATES RD,"1300
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14033,0,0,2,None,Acer macrophyllum,CARLSTON AV,"609
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
21031,0,0,3,None,Acer sp,41ST ST,"91
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14028,0,0,6,None,Platanus acerifolia,GROSVENOR PL,"1010
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14024,0,0,2,None,Liquidambar styraciflua,PARAMOUNT RD,"901
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14036,0,0,3,None,Pistacia chinensis,ELSINORE AV,"1001
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14029,3,3,0,None,Prunus cerasifera/blireiana,EAST 38TH ST,"1571
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14027,3,3,0,Moderate,Fraxinus o. `Raywood',MADRONE AV,"3750
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14020,0,0,5,None,Crataegus phaenopyrum,SUNNYHILLS RD,"869
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14023,4,7,0,None,Lagerstroemia indica,HIGH ST,"3748
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14040,0,0,5.5,None,Magnolia grandiflora,SUNNYHILLS RD,"1007
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14037,0,0,5,None,Prunus cerasifera/blireiana,SUNNYHILLS RD,"915
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14019,0,0,5.5,None,Platanus acerifolia,LONGRIDGE RD,"732
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14038,3,3,0,None,Lagerstroemia indica,ELSINORE AV,"1000
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14030,0,0,0,None,Pistacia chinensis,MASTERSON ST,"4412
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14031,2,4,0,Low,Pyrus calleryana cvs,ALBERT ST,"4395
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14041,0,0,2,None,Crataegus sp,CLARENDON CR,"1030
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14042,3,3,0,None,Liquidambar styraciflua,LILY ST,"3726
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14018,0,0,3.5,None,Other,MANDANA BL,"843
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14034,0,0,5.5,None,Shrub,LONGRIDGE RD,"902
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14043,0,0,2,None,Quercus agrifolia,TRESTLE GLEN RD,"1028
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14046,0,0,2,None,Pyrus kawakami,HOLMAN RD,"1386
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14052,0,0,3,None,Fraxinus o. `Raywood',TULIP AV,"4426
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
8999,0,0,1,None,Prunus sp,ASHMOUNT AV,"1180
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25934,2,3,0,Low,Prunus cerasifera/blireiana,CLIFTON ST,"452
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14058,0,0,2,None,Platanus acerifolia,TRESTLE GLEN RD,"1078
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14059,0,0,2,None,Platanus acerifolia,VERRADA RD,"1000
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14050,0,0,3.5,None,Acer sp,EDGEWOOD AV,"4401
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14053,0,0,2.5,None,Unknown,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14068,0,0,6,None,Liquidambar styraciflua,SUNNYHILLS RD,"1054
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14072,0,0,4,None,Lagerstroemia indica,CLARENDON CR,"1039
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14048,0,0,5.5,None,Ficus retusa nitida,CARLSTON AV,"622
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14057,0,0,16,None,Acacia melanoxylon,PALOMA AV,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14051,0,0,4,None,Liquidambar styraciflua,EXCELSIOR AV,"1578
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14069,0,0,7.5,None,Prunus cerasifera/blireiana,LAKE SHORE AV,"4079
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14054,0,0,5.5,None,Platanus acerifolia,LONGRIDGE RD,"870
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14071,0,0,3,None,Prunus serrulata,EAST 38TH ST,"1621
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
